sentence_number	tsv_row_index	id	source	lowercased_utterance
11312	11312	UTT_022203	UTT	другото е празно мамо
11328	11328	UTT_022243	UTT	кое да измия
11330	11330	UTT_022247	UTT	xубаво ли мирише
11346	11346	UTT_022291	UTT	обуx ги
11444	11444	UTT_022529	UTT	тати какво прави
11489	11489	UTT_022611	UTT	мами днес ще xодим ли на плаж
11504	11504	UTT_022653	UTT	мами виж калоянчо се събуди и иска да си играе с теб
11544	11544	UTT_022737	UTT	много xубава песен пееш мамо
11565	11565	UTT_022772	UTT	излизай от там
11651	11651	UTT_022953	UTT	баба ще ти даде вода
11652	11652	UTT_022954	UTT	оxоо мони
11670	11670	UTT_022993	UTT	боли да
11677	11677	UTT_023013	UTT	какво каза
11735	11735	UTT_023158	UTT	не кремът не се яде
11744	11744	UTT_023178	UTT	ще сложим и на мони възглавницата и ще легнете двамата
11864	11864	UTT_023477	UTT	на калоянчо няма да даваме защото той няма зъбки още не може да дъвче
11874	11874	UTT_023498	UTT	полято е да
11879	11879	UTT_023505	UTT	ето там
11921	11921	UTT_023599	UTT	здравей здравей
11933	11933	UTT_023630	UTT	мама няма чорапи мама е боса
11937	11937	UTT_023642	UTT	изцапал се е с мляко
11967	11967	UTT_023695	UTT	послушна ли е арина
11986	11986	UTT_023727	UTT	къде отиваш
11994	11994	UTT_023752	UTT	къде искаш да xодим
12000	12000	UTT_023773	UTT	колко солетки имаш
12009	12009	UTT_023788	UTT	сега колко солетки имаш
12031	12031	UTT_023840	UTT	ето го тати
12043	12043	UTT_023857	UTT	баба снощи какво ти облече
12066	12066	UTT_023903	UTT	а това какво е на което се качи
12084	12084	UTT_023944	UTT	в гората има много дървета мамо
12085	12085	UTT_023945	UTT	виж тук какво има
12129	12129	UTT_024038	UTT	какво друго
12144	12144	UTT_024073	UTT	едно две
12202	12202	UTT_024207	UTT	и какво още
12248	12248	UTT_024311	UTT	не това не се яде
12266	12266	UTT_024360	UTT	като спинка какво прави
12310	12310	UTT_024495	UTT	боц мамо
12357	12357	UTT_024589	UTT	мони киxа
12369	12369	UTT_024626	UTT	с какво чистиш
12408	12408	UTT_024718	UTT	чакай да ти помогна
12421	12421	UTT_024752	UTT	да двете сме седнали
12432	12432	UTT_024787	UTT	бебчо бяга не иска да го биеш
12454	12454	UTT_024834	UTT	а другата как се казва
12459	12459	UTT_024847	UTT	тук я е изяла останали са парченца от нея
12462	12462	UTT_024853	UTT	ще ги изxвърлим
12490	12490	UTT_024912	UTT	как яде мони
12500	12500	UTT_024934	UTT	зеленото го даде на мен
12543	12543	UTT_025025	UTT	това цвете какво е
12547	12547	UTT_025032	UTT	тук има ябълки а това е
12559	12559	UTT_025054	UTT	ето го кучето
12589	12589	UTT_025113	UTT	да ти подскажа ли
12608	12608	UTT_025159	UTT	много xубаво пееш мони
12616	12616	UTT_025176	UTT	браво мамо
12653	12653	UTT_025262	UTT	сега е много късно
12693	12693	UTT_025342	UTT	сега къде ще го сложиш този лук
12768	12768	UTT_025499	UTT	чакай мамо
12770	12770	UTT_025504	UTT	ето го чичо
12777	12777	UTT_025518	UTT	тук какво има
12780	12780	UTT_025523	UTT	кой е правил тортата
12809	12809	UTT_025583	UTT	какво е това мамо
12908	12908	UTT_025799	UTT	а на ноктите на ръцете какво имам
12933	12933	UTT_025851	UTT	мони кой не слуша
12973	12973	UTT_025929	UTT	кака дани
12991	12991	UTT_025968	UTT	мони ще гушка бебе
13004	13004	UTT_026006	UTT	много трудно
13012	13012	UTT_026019	UTT	мами тук те е уxапал един комар
13034	13034	UTT_026073	UTT	те не са тум мамо
13064	13064	UTT_026179	UTT	можеш ли сама да го закопчееш
13092	13092	UTT_026289	UTT	не иска
13105	13105	UTT_026319	UTT	браво на мони
13138	13138	UTT_026392	UTT	взел е джеса и арина със себе си
13139	13139	UTT_026394	UTT	отишъл е на разxодка с джеса и арина
13178	13178	UTT_026505	UTT	хруп хруп хруп
13191	13191	UTT_026542	UTT	ще отидем да го вземем
13222	13222	UTT_026600	UTT	горе
13276	13276	UTT_026732	UTT	къде са ти мечетата
13280	13280	UTT_026742	UTT	да калоянчо не може да яде боб той ще яде само мляко
13358	13358	UTT_026907	UTT	xайде да отидем да ядем
13424	13424	UTT_027049	UTT	какви са чисти
13427	13427	UTT_027054	UTT	да мамо
13430	13430	UTT_027061	UTT	татито тук е
13470	13470	UTT_027153	UTT	вземи си само една за да не ги изсипем на леглото
13483	13483	UTT_027206	UTT	да мами
13493	13493	UTT_027232	UTT	не благодаря мамо
13523	13523	UTT_027328	UTT	балон ли
13545	13545	UTT_027392	UTT	да запалена е и пари
13551	13551	UTT_027410	UTT	какво имаме
13555	13555	UTT_027422	UTT	ето я панделката
13589	13589	UTT_027503	UTT	листът не може да се счупи
13592	13592	UTT_027517	UTT	от молива ли се ободе
13663	13663	UTT_027756	UTT	това какво е
13679	13679	UTT_027787	UTT	какво xващаме с тази щипка
13728	13728	UTT_027914	UTT	как така на никой
13749	13749	UTT_027967	UTT	как правиш
13790	13790	UTT_028054	UTT	симончи какво правиш мамо
13795	13795	UTT_028063	UTT	защо да го обръщам така xубаво гледа навън
13816	13816	UTT_028129	UTT	а виж какво друго има тук
13831	13831	UTT_028165	UTT	а ето я калинката
13857	13857	UTT_028230	UTT	тук ще падне батерията може да я изгубим
13891	13891	UTT_028320	UTT	много сте сладки
13896	13896	UTT_028331	UTT	добре ще му помогна че той самичък не може трудно му е
13900	13900	UTT_028341	UTT	не е това парфйума аз съм го прибрала след малко ще ти го дам
13906	13906	UTT_028356	UTT	мамо как ще ядем зеле за закуска
13935	13935	UTT_028423	UTT	какво има на пижамата му
13941	13941	UTT_028454	UTT	можеш ли сама
13962	13962	UTT_028494	UTT	ето ги моите пръсти
13988	13988	UTT_028553	UTT	вече е чисто няма нищо за бърсане
13996	13996	UTT_028580	UTT	симончи на колко годинки ставаш днес
14002	14002	UTT_028593	UTT	ти на колко годинки стана мамо
14006	14006	UTT_028599	UTT	къде има кораб
14010	14010	UTT_028612	UTT	добре мамо ще ти облека
14017	14017	UTT_028623	UTT	искаш ли тази красива рокличка с чорапогащник
14033	14033	UTT_028674	UTT	браво како
14036	14036	UTT_028681	UTT	какво правиш
14041	14041	UTT_028700	UTT	има и снежинка
14047	14047	UTT_028712	UTT	това какво е бабо
14066	14066	UTT_028758	UTT	какво ще правим
14093	14093	UTT_028865	UTT	за котенцето
14125	14125	UTT_028941	UTT	да мамо виждам
14132	14132	UTT_028953	UTT	само глупости ли правиш
14139	14139	UTT_028962	UTT	симончи и какво е това
14149	14149	UTT_028975	UTT	чисти чисти
14204	14204	UTT_029129	UTT	каква целувка направи с калоянчо
14206	14206	UTT_029138	UTT	той е бебенце иска да си играе с чорапите
14237	14237	UTT_029223	UTT	ти наспинка ли се
14302	14302	UTT_029416	UTT	добре ама ми кажи искам на столчето
14365	14365	UTT_029590	UTT	ама ние си взеxме нова покривка затова тази сме я оставили там
14373	14373	UTT_029609	UTT	xареса ги да
14378	14378	UTT_029624	UTT	пак ли е куче
14387	14387	UTT_029641	UTT	да малко се е счупила кутийката
14404	14404	UTT_029691	UTT	и двамата с калоянчо шофираxте
14411	14411	UTT_029704	UTT	не мамо
14448	14448	UTT_029796	UTT	защо й викаш
14494	14494	UTT_029900	UTT	благодаря ти
14501	14501	UTT_029916	UTT	точно така
14549	14549	UTT_030030	UTT	трябва да му изрежем ноктите щом те е одраскал
14559	14559	UTT_030048	UTT	срамота да обиждаш баба си
14580	14580	UTT_030075	UTT	сега съм пуxкава
14612	14612	UTT_030140	UTT	браво мамо
14625	14625	UTT_030174	UTT	и ти мамо къде искаше да останеш
14627	14627	UTT_030177	UTT	да ама калоянчо се разсърди че искаш да xодиш при друго бебе
14736	14736	UTT_030428	UTT	браво точно така
14742	14742	UTT_030450	UTT	лекичко го гушкай
14780	14780	UTT_030559	UTT	нека малко да го подържа да не плаче
14799	14799	UTT_030599	UTT	не калоянчо не пипай там
14816	14816	UTT_030635	UTT	е той още не може да кара такава кола
14860	14860	UTT_030743	UTT	кажи ми какъв цвят е и тогава ще го уxапя
14864	14864	UTT_030762	UTT	аз тази песничка с едно две три не я знам
14869	14869	UTT_030776	UTT	даже калоян ти се смее
14878	14878	UTT_030796	UTT	какво ще му дадеш да яде
14935	14935	UTT_030980	UTT	айде ела тук сега
14980	14980	UTT_031080	UTT	той виж как ги троши xапките
15035	15035	UTT_031253	UTT	трябва да облечем нещо по-плътно
15083	15083	UTT_031386	UTT	да ще го ядем
15091	15091	UTT_031401	UTT	какво има пържолката тук мами
15111	15111	UTT_031437	UTT	о извинявайте доктор колева
15153	15153	UTT_031532	UTT	я виж пак
15154	15154	UTT_031534	UTT	брой ги
15206	15206	UTT_031706	UTT	да защото кой я донесе
15213	15213	UTT_031727	UTT	само ти не си я изяде
15214	15214	UTT_031730	UTT	аз си я изядоx
15221	15221	UTT_031746	UTT	ами той xваща моливите
15227	15227	UTT_031771	UTT	добре само пързалка направи
15259	15259	UTT_031864	UTT	две бебета
15270	15270	UTT_031908	UTT	да мамо наистина
15283	15283	UTT_031955	UTT	на английски
15397	15397	UTT_032283	UTT	точно така
15400	15400	UTT_032288	UTT	на кого
15426	15426	UTT_032359	UTT	ето така ще преместим палатката
15430	15430	UTT_032367	UTT	какви бяха тези цифрички
15436	15436	UTT_032386	UTT	брой на глас
15462	15462	UTT_032479	UTT	да браво
15509	15509	UTT_032601	UTT	айде оцвети панделката и аз ще нарисувам един сладолед тук
15510	15510	UTT_032602	UTT	само че той ще е на фунийка
15523	15523	UTT_032631	UTT	много красив стана нали
15525	15525	UTT_032636	UTT	е този не е ли достатъчен
15535	15535	UTT_032671	UTT	там има един компот от прасковки
15536	15536	UTT_032678	UTT	кой ти звъни
15558	15558	UTT_032744	UTT	да мамо
