utterance_id,Name,Age,Participant,Utterance,TokenisedUtt,TokenisedUttLower,TokenisedUttNoPunct,UttLen,UtterancesCyrillic,TokenisedUttCyr,UtterancesCyrillicCleaned,UtterancesCyrillicCleanedNormalised,Manually_corrected,utt_cyr_norm_lowercase_nopunct
UTT_001789,ALE,1;06.21,ALE,oti ino rejs [: oshte edin rejs] .,"['oti', 'ino', 'oshte', 'edin', 'rejs', '.']","['oti', 'ino', 'oshte', 'edin', 'rejs', '.']","['oti', 'ino', 'oshte', 'edin', 'rejs']",5,Оти ино рейс [: още един рейс] .,"['оти', 'ино', 'рейс', 'още', 'един', 'рейс']",Оти ино рейс .,още един рейс .,,още един рейс
UTT_006044,ALE,2;02.24,ALE,ne iskam da slagate !,"['ne', 'iskam', 'da', 'slagate', '!']","['ne', 'iskam', 'da', 'slagate', '!']","['ne', 'iskam', 'da', 'slagate']",4,Не искам да слагате !,"['не', 'искам', 'да', 'слагате']",Не искам да слагате !,Не искам да слагате !,,не искам да слагате
UTT_002681,ALE,1;07.20,ALE,kaja [: kara] kijon [: kamion] .,"['kara', 'kamion', '.']","['kara', 'kamion', '.']","['kara', 'kamion']",2,Кая [: кара] кийон [: камион] .,"['кая', 'кара', 'кийон', 'камион']",Кая кийон .,кара камион .,,кара камион
UTT_035938,SIM,2;09.26,SIM,"i posle shte se izmija, mamo.","['i', 'posle', 'shte', 'se', 'izmija', ',', 'mamo', '.']","['i', 'posle', 'shte', 'se', 'izmija', ',', 'mamo', '.']","['i', 'posle', 'shte', 'se', 'izmija', 'mamo']",6,"И после ще се измия, мамо.","['и', 'после', 'ще', 'се', 'измия', 'мамо']","И после ще се измия , мамо .","И после ще се измия , мамо .","И после ще се измия , мамо .",и после ще се измия мамо
UTT_033201,SIM,2;06.09,SIM,"mamo, vizh kak se pravi.","['mamo', ',', 'vizh', 'kak', 'se', 'pravi', '.']","['mamo', ',', 'vizh', 'kak', 'se', 'pravi', '.']","['mamo', 'vizh', 'kak', 'se', 'pravi']",5,"Мамо, виж как се прави.","['мамо', 'виж', 'как', 'се', 'прави']","Мамо , виж как се прави .","Мамо , виж как се прави .",,мамо виж как се прави
UTT_030754,SIM,2;02.21,SIM,"osem, s.","['osem', ',', 's', '.']","['osem', ',', 's', '.']","['osem', 's']",2,"Осем, с.","['осем', 'с']","Осем , с .","Осем , с .",,осем с
UTT_040651,TEF,,TEF,eto ga [: ja] kakata .,"['eto', 'ja', 'kakata', '.']","['eto', 'ja', 'kakata', '.']","['eto', 'ja', 'kakata']",3,Ето га [: я] каката .,"['ето', 'га', 'я', 'каката']",Ето га каката .,Ето я каката .,,ето я каката
UTT_003609,ALE,1;09.19,ALE,Tova j mama Kozha [: Koza] .,"['Tova', 'j', 'mama', 'Koza', '.']","['tova', 'j', 'mama', 'koza', '.']","['tova', 'j', 'mama', 'koza']",4,Това й мама кожа [: коза] .,"['това', 'й', 'мама', 'кожа', 'коза']",Това й мама кожа .,Това й мама коза .,,това й мама коза
UTT_025982,SIM,1;09.17,SIM,vidi kak pinka [: spinka] .,"['vidi', 'kak', 'spinka', '.']","['vidi', 'kak', 'spinka', '.']","['vidi', 'kak', 'spinka']",3,Види как пинка [: спинка] .,"['види', 'как', 'пинка', 'спинка']",Види как пинка .,Види как спинка .,,види как спинка
UTT_019521,SIM,1;04.14,SIM,"Zai [: zajo], ajo [: zajo], zai [: zajo] njaba [: njama] .","['zajo', ',', 'zajo', ',', 'zajo', 'njama', '.']","['zajo', ',', 'zajo', ',', 'zajo', 'njama', '.']","['zajo', 'zajo', 'zajo', 'njama']",4,"Заи [: зайо], айо [: зайо], заи [: зайо] няба [: няма] .","['заи', 'зайо', 'айо', 'зайо', 'заи', 'зайо', 'няба', 'няма']","Заи , айо , заи няба .",зайо зайо зайо няма .,,зайо зайо зайо няма
UTT_001340,ALE,1;05.08,ALE,kaka Techi .,"['kaka', 'Techi', '.']","['kaka', 'techi', '.']","['kaka', 'techi']",2,Кака течи .,"['кака', 'течи']",Кака течи .,Кака течи .,,кака течи
UTT_022627,SIM,1;07.19,SIM,bjaga baba .,"['bjaga', 'baba', '.']","['bjaga', 'baba', '.']","['bjaga', 'baba']",2,Бяга баба .,"['бяга', 'баба']",Бяга баба .,Бяга баба .,,бяга баба
UTT_003885,ALE,1;09.19,ALE,koitka [: kolichka] tova .,"['kolichka', 'tova', '.']","['kolichka', 'tova', '.']","['kolichka', 'tova']",2,Коитка [: количка] това .,"['коитка', 'количка', 'това']",Коитка това .,количка това .,,количка това
UTT_027078,SIM,1;10.12,SIM,ikam [: iskam] nimki [: snimki] .,"['iskam', 'snimki', '.']","['iskam', 'snimki', '.']","['iskam', 'snimki']",2,Икам [: искам] нимки [: снимки] .,"['икам', 'искам', 'нимки', 'снимки']",Икам нимки .,искам снимки .,,искам снимки
UTT_003355,ALE,1;08.22,ALE,"mamo, daj !","['mamo', ',', 'daj', '!']","['mamo', ',', 'daj', '!']","['mamo', 'daj']",2,"Мамо, дай !","['мамо', 'дай']","Мамо , дай !","Мамо , дай !",,мамо дай
UTT_030650,SIM,2;02.19,SIM,nosja domati.,"['nosja', 'domati', '.']","['nosja', 'domati', '.']","['nosja', 'domati']",2,Нося домати.,"['нося', 'домати']",Нося домати .,Нося домати .,,нося домати
UTT_003640,ALE,1;09.19,ALE,"do, re, mi, si, do .","['do', ',', 're', ',', 'mi', ',', 'si', ',', 'do', '.']","['do', ',', 're', ',', 'mi', ',', 'si', ',', 'do', '.']","['do', 're', 'mi', 'si', 'do']",5,"До, ре, ми, си, до .","['до', 'ре', 'ми', 'си', 'до']","До , ре , ми , си , до .","До , ре , ми , си , до .",,до ре ми си до
UTT_009417,BOG,2;03.00,BOG,dakal sa [: izaka se] !,"['dakal', 'izaka', 'se', '!']","['dakal', 'izaka', 'se', '!']","['dakal', 'izaka', 'se']",3,Дакал са [: изака се] !,"['дакал', 'са', 'изака', 'се']",Дакал са !,изака се !,,изака се
UTT_034286,SIM,2;07.19,SIM,"chuk, chuk, bebe!","['chuk', ',', 'chuk', ',', 'bebe!']","['chuk', ',', 'chuk', ',', 'bebe!']","['chuk', 'chuk', 'bebe!']",3,"Чук, чук, бебе!","['чук', 'чук', 'бебе']","Чук , чук , бебе !","Чук , чук , бебе !",,чук чук бебе
UTT_038065,TEF,1;11.04,TEF,njama da go vadja tam .,"['njama', 'da', 'go', 'vadja', 'tam', '.']","['njama', 'da', 'go', 'vadja', 'tam', '.']","['njama', 'da', 'go', 'vadja', 'tam']",5,Няма да го вадя там .,"['няма', 'да', 'го', 'вадя', 'там']",Няма да го вадя там .,Няма да го вадя там .,,няма да го вадя там
UTT_023452,SIM,1;08.06,SIM,kydejj [: kyde e] shapaa [: shapka] .,"['kyde', 'e', 'shapka', '.']","['kyde', 'e', 'shapka', '.']","['kyde', 'e', 'shapka']",3,Къдейй [: къде е] шапаа [: шапка] .,"['къдейй', 'къде', 'е', 'шапаа', 'шапка']",Къдейй шапаа .,къде е шапка .,,къде е шапка
UTT_026292,SIM,1;09.23,SIM,"davame kali [: kalinkata], davame kali [: kalinkata], davame kali [: kalinkata], davame kali [: kalinkata] .","['davame', 'kalinkata', ',', 'davame', 'kalinkata', ',', 'davame', 'kalinkata', ',', 'davame', 'kalinkata', '.']","['davame', 'kalinkata', ',', 'davame', 'kalinkata', ',', 'davame', 'kalinkata', ',', 'davame', 'kalinkata', '.']","['davame', 'kalinkata', 'davame', 'kalinkata', 'davame', 'kalinkata', 'davame', 'kalinkata']",8,"Даваме кали [: калинката], даваме кали [: калинката], даваме кали [: калинката], даваме кали [: калинката] .","['даваме', 'кали', 'калинката', 'даваме', 'кали', 'калинката', 'даваме', 'кали', 'калинката', 'даваме', 'кали', 'калинката']","Даваме кали , даваме кали , даваме кали , даваме кали .",Даваме калинката даваме калинката даваме калинката даваме калинката .,,даваме калинката даваме калинката даваме калинката даваме калинката
UTT_020000,SIM,1;04.25,SIM,"xop, xop, xop, xop .","['xop', ',', 'xop', ',', 'xop', ',', 'xop', '.']","['xop', ',', 'xop', ',', 'xop', ',', 'xop', '.']","['xop', 'xop', 'xop', 'xop']",4,"Xоп, xоп, xоп, xоп .","['xоп', 'xоп', 'xоп', 'xоп']","Xоп , xоп , xоп , xоп .","Xоп , xоп , xоп , xоп .",,xоп xоп xоп xоп
UTT_021320,SIM,1;06.06,SIM,"ej tam, ej tam, ej tam .","['ej', 'tam', ',', 'ej', 'tam', ',', 'ej', 'tam', '.']","['ej', 'tam', ',', 'ej', 'tam', ',', 'ej', 'tam', '.']","['ej', 'tam', 'ej', 'tam', 'ej', 'tam']",6,"Ей там, ей там, ей там .","['ей', 'там', 'ей', 'там', 'ей', 'там']","Ей там , ей там , ей там .","Ей там , ей там , ей там .",,ей там ей там ей там
UTT_021130,SIM,1;05.21,SIM,"moki [: morkovi], moki [: morkovi], moki [: morkovi], moki [: morkovi] .","['morkovi', ',', 'morkovi', ',', 'morkovi', ',', 'morkovi', '.']","['morkovi', ',', 'morkovi', ',', 'morkovi', ',', 'morkovi', '.']","['morkovi', 'morkovi', 'morkovi', 'morkovi']",4,"Моки [: моркови], моки [: моркови], моки [: моркови], моки [: моркови] .","['моки', 'моркови', 'моки', 'моркови', 'моки', 'моркови', 'моки', 'моркови']","Моки , моки , моки , моки .",моркови моркови моркови моркови .,,моркови моркови моркови моркови
UTT_030616,SIM,2;02.19,SIM,"davaj, byrkaj.","['davaj', ',', 'byrkaj', '.']","['davaj', ',', 'byrkaj', '.']","['davaj', 'byrkaj']",2,"Давай, бъркай.","['давай', 'бъркай']","Давай , бъркай .","Давай , бъркай .",,давай бъркай
UTT_023344,SIM,1;08.01,SIM,"ne ika [: ne iska], ne ika [: ne iska] .","['ne', 'ne', 'iska', ',', 'ne', 'ne', 'iska', '.']","['ne', 'ne', 'iska', ',', 'ne', 'ne', 'iska', '.']","['ne', 'ne', 'iska', 'ne', 'ne', 'iska']",6,"Не ика [: не иска], не ика [: не иска] .","['не', 'ика', 'не', 'иска', 'не', 'ика', 'не', 'иска']","Не ика , не ика .",не иска не иска .,,не иска не иска
UTT_019537,SIM,1;04.14,SIM,"Mako [: mljako], ne .","['mljako', ',', 'ne', '.']","['mljako', ',', 'ne', '.']","['mljako', 'ne']",2,"Мако [: мляко], не .","['мако', 'мляко', 'не']","Мако , не .",мляко не .,,мляко не
UTT_035804,SIM,2;09.20,SIM,kak shte go gledam da jade na stola?,"['kak', 'shte', 'go', 'gledam', 'da', 'jade', 'na', 'stol', '?']","['kak', 'shte', 'go', 'gledam', 'da', 'jade', 'na', 'stol', '?']","['kak', 'shte', 'go', 'gledam', 'da', 'jade', 'na', 'stol']",8,Как ще го гледам да яде на стола?,"['как', 'ще', 'го', 'гледам', 'да', 'яде', 'на', 'стола']",Как ще го гледам да яде на стола ?,Как ще го гледам да яде на стола ?,,как ще го гледам да яде на стола
UTT_025694,SIM,1;09.17,SIM,"kote, kote, kote .","['kote', ',', 'kote', ',', 'kote', '.']","['kote', ',', 'kote', ',', 'kote', '.']","['kote', 'kote', 'kote']",3,"Коте, коте, коте .","['коте', 'коте', 'коте']","Коте , коте , коте .","Коте , коте , коте .",,коте коте коте
UTT_036228,SIM,2;10.04,SIM,seloto se kazva.,"['seloto', 'se', 'kazva', '.']","['seloto', 'se', 'kazva', '.']","['seloto', 'se', 'kazva']",3,Селото се казва.,"['селото', 'се', 'казва']",Селото се казва .,Селото се казва .,,селото се казва
UTT_044710,TEF,2;05.25,TEF,"eto, mamunke [: majmunke], eto !","['eto', ',', 'majmunke', ',', 'eto', '!']","['eto', ',', 'majmunke', ',', 'eto', '!']","['eto', 'majmunke', 'eto']",3,"Ето, мамунке [: маймунке], ето !","['ето', 'мамунке', 'маймунке', 'ето']","Ето , мамунке , ето !","Ето , маймунке ето !",,ето маймунке ето
UTT_030288,SIM,2;02.15,SIM,"tati, celi mi motora.","['tati', ',', 'celi', 'mi', 'motora', '.']","['tati', ',', 'celi', 'mi', 'motora', '.']","['tati', 'celi', 'mi', 'motora']",4,"Тати, цели ми мотора.","['тати', 'цели', 'ми', 'мотора']","Тати , цели ми мотора .","Тати , цели ми мотора .",,тати цели ми мотора
UTT_023483,SIM,1;08.06,SIM,"poliva, poliva .","['poliva', ',', 'poliva', '.']","['poliva', ',', 'poliva', '.']","['poliva', 'poliva']",2,"Полива, полива .","['полива', 'полива']","Полива , полива .","Полива , полива .",,полива полива
UTT_044884,TEF,2;05.25,TEF,na asodka [: razxodka] .,"['na', 'razxodka', '.']","['na', 'razxodka', '.']","['na', 'razxodka']",2,На асодка [: разxодка] .,"['на', 'асодка', 'разxодка']",На асодка .,На разxодка .,На разxодка .,на разxодка
UTT_005521,ALE,2;00.13,ALE,"nee, mamence !","['nee', ',', 'mamence', '!']","['nee', ',', 'mamence', '!']","['nee', 'mamence']",2,"Нее, маменце !","['нее', 'маменце']","Нее , маменце !","Нее , маменце !",,нее маменце
UTT_024635,SIM,1;09.02,SIM,"tyrsi, tyrsi .","['tyrsi', ',', 'tyrsi', '.']","['tyrsi', ',', 'tyrsi', '.']","['tyrsi', 'tyrsi']",2,"Търси, търси .","['търси', 'търси']","Търси , търси .","Търси , търси .",,търси търси
UTT_029780,SIM,2;02.06,SIM,"mamo, slozhi Kaljanchito [: Kalojancheto] tuka.","['mamo', ',', 'slozhi', 'Kalojancheto', 'tuka', '.']","['mamo', ',', 'slozhi', 'kalojancheto', 'tuka', '.']","['mamo', 'slozhi', 'kalojancheto', 'tuka']",4,"Мамо, сложи калянчито [: калоянчето] тука.","['мамо', 'сложи', 'калянчито', 'калоянчето', 'тука']","Мамо , сложи калянчито тука .","Мамо , сложи калоянчето тука .",,мамо сложи калоянчето тука
UTT_043428,TEF,2;03.24,TEF,boi [: boli] ti [: ot teb] !,"['boli', 'ot', 'teb', '!']","['boli', 'ot', 'teb', '!']","['boli', 'ot', 'teb']",3,Бои [: боли] ти [: от теб] !,"['бои', 'боли', 'ти', 'от', 'теб']",Бои ти !,от теб !, Боли ти !,от теб
UTT_044163,TEF,2;05.25,TEF,nogo [: mnogo] xubavi .,"['mnogo', 'xubavi', '.']","['mnogo', 'xubavi', '.']","['mnogo', 'xubavi']",2,Ного [: много] xубави .,"['ного', 'много', 'xубави']",Ного xубави .,много xубави .,,много xубави
UTT_026762,SIM,1;10.03,SIM,"vzema apim [: lepim] bujkata [: obuvkata], apim [: lepim] bujkata [: obuvkata] .","['vzema', 'lepim', 'obuvkata', ',', 'lepim', 'obuvkata', '.']","['vzema', 'lepim', 'obuvkata', ',', 'lepim', 'obuvkata', '.']","['vzema', 'lepim', 'obuvkata', 'lepim', 'obuvkata']",5,"Взема апим [: лепим] буйката [: обувката], апим [: лепим] буйката [: обувката] .","['взема', 'апим', 'лепим', 'буйката', 'обувката', 'апим', 'лепим', 'буйката', 'обувката']","Взема апим буйката , апим буйката .",Взема лепим обувката лепим обувката .,,взема лепим обувката лепим обувката
UTT_023969,SIM,1;08.13,SIM,"vyta [: vryshta], vyta [: vryshta] .","['vryshta', ',', 'vryshta', '.']","['vryshta', ',', 'vryshta', '.']","['vryshta', 'vryshta']",2,"Въта [: връща], въта [: връща] .","['въта', 'връща', 'въта', 'връща']","Въта , въта .",връща връща .,,връща връща
