POS	WORD	SEGMENTED
ADJ	влезлия	влезли+я
ADJ	влюбен	влюбен
ADJ	влюбени	влюбен+и
ADJ	влюбеният	влюбени+ят
ADJ	вмирисан	вмирисан
ADJ	внезапен	внезапен
ADJ	внезапна	внезапна
ADJ	внезапната	внезапната
ADJ	внезапните	внезапна+те
ADJ	внезапно	внезапно
ADJ	внесения	внесения
ADJ	внимателен	внимателен
ADJ	внимателна	внимателна
ADJ	внимателният	внимателна+ят
ADJ	внимателно	внимателно
ADJ	внушителен	внушителен
ADJ	внушителни	внушителни
ADJ	воден	воден
ADJ	водени	воден+и
ADJ	воденичарски	воденичарски
ADJ	воденичарско	воденичарско
ADJ	воденичен	воденичен
ADJ	воденичната	воденичната
ADJ	воденични	воденични
ADJ	воденичните	воденични+те
ADJ	воденичния	воденични+я
ADJ	воденичният	воденични+ят
ADJ	водещ	водещ
ADJ	водна	водна
ADJ	водната	водната
ADJ	водни	водни
ADJ	водните	водна+те
ADJ	водния	водни+я
ADJ	водният	водна+ят
ADJ	водно	водно
ADJ	водното	водното
ADJ	водопроводни	водопроводни
ADJ	водоравната	водоравната
ADJ	водосточна	водосточна
ADJ	водосточната	водосточната
ADJ	водосточни	водосточни
ADJ	военен	военен
ADJ	военна	военна
ADJ	военната	военната
ADJ	военни	военни
ADJ	военните	военна+те
ADJ	военно	военно
ADJ	военното	военното
ADJ	войводския	войводския
ADJ	войводският	войводския+т
ADJ	войнишки	войнишки
ADJ	войнишките	войнишки+те
ADJ	войнишкият	войнишки+ят
ADJ	войнишко	войнишко
ADJ	войнишкото	войнишкото
ADJ	войнствената	войнствената
ADJ	войнствените	войнствения+е
ADJ	войнствения	войнствения
ADJ	войсковите	войсковите
ADJ	волен	волен
ADJ	волна	волна
ADJ	волни	волни
ADJ	волните	волна+те
ADJ	волно	волно
ADJ	волска	волска
ADJ	волската	волската
ADJ	волски	волски
ADJ	волските	волска+те
ADJ	восъчна	восъчна
ADJ	восъчната	восъчната
ADJ	восъчни	восъчни
ADJ	восъчните	восъчна+те
ADJ	восъчният	восъчна+ят
ADJ	вперен	вперен
ADJ	впечатлен	впечатлен
ADJ	впечатлителен	впечатлителен
ADJ	вписан	вписан
ADJ	впити	впити
ADJ	впрегнато	впрегнато
ADJ	впримчен	впримчен
ADJ	впусналите	впусналите
ADJ	врабешки	врабешки
ADJ	врабешко	врабешко
ADJ	враждебна	враждебна
ADJ	враждебни	враждебни
ADJ	вражеска	вражеска
ADJ	вражеската	вражеската
ADJ	вражеските	вражеска+те
ADJ	вратната	вратната
ADJ	вратня	вратня
ADJ	вредни	вредни
ADJ	вредно	вредно
ADJ	врелите	врелите
ADJ	врелият	врелият
ADJ	вретена	вретена
ADJ	вретено	вретено
ADJ	вретеното	вретеното
ADJ	връхните	връхните
ADJ	врязана	врязана
ADJ	врякащите	врякащите
ADJ	вряла	вряла
ADJ	врялата	врялата
ADJ	вряло	вряло
ADJ	врясна	врясна
ADJ	вряща	вряща
ADJ	всевиждащи	всевиждащи
ADJ	всевъзможни	всевъзможни
ADJ	всекидневна	всекидневна
ADJ	всекидневната	всекидневната
ADJ	всекидневния	всекидневния
ADJ	всекиму	всекиму
ADJ	всекинощен	всекинощен
ADJ	всемилостив	всемилостив
ADJ	всемогъщ	всемогъщ
ADJ	всемогъщи	всемогъщ+и
ADJ	всенародната	всенародната
ADJ	всеобщ	всеобщ
ADJ	всеобща	всеобщ+а
ADJ	всеобщата	всеобщата
ADJ	всеобщо	всеобщ+о
ADJ	всепризнатата	всепризнатата
ADJ	всесилен	всесилен
ADJ	всесилна	всесилна
ADJ	всеспасяващи	всеспасяващи
ADJ	всеучилищен	всеучилищен
ADJ	вси	вси
ADJ	всиски	всиски
ADJ	всичка	всичка
ADJ	всичката	всичката
ADJ	всичките	всичкия+е
ADJ	всичкия	всичкия
ADJ	всичкият	всичкия+т
ADJ	вслушани	вслушани
ADJ	встъпително	встъпително
ADJ	втасала	втасала
ADJ	втоето	втоето
ADJ	втора	втора
ADJ	втората	втората
ADJ	втори	втори
ADJ	втория	втори+я
ADJ	вторият	втора+ят
ADJ	второ	второ
ADJ	второто	второто
ADJ	втренчен	втренчен
ADJ	втренчени	втренчен+и
ADJ	втренчено	втренчен+о
ADJ	втрещен	втрещен
ADJ	втрещена	втрещен+а
ADJ	вуйна	вуйна
ADJ	входна	входна
ADJ	входната	входната
ADJ	входните	входна+те
ADJ	вцепенен	вцепенен
ADJ	вцепенена	вцепенен+а
ADJ	вцепенени	вцепенен+и
ADJ	вчерашен	вчерашен
ADJ	вчерашната	вчерашната
ADJ	вчерашния	вчерашния
ADJ	вчерашният	вчерашния+т
ADJ	вчерашно	вчерашно
ADJ	вчерашното	вчерашното
ADJ	въглен	въглен
ADJ	въжена	въжена
ADJ	въжената	въжената
ADJ	въжишкото	въжишкото
ADJ	възбуден	възбуден
ADJ	възбудена	възбуден+а
ADJ	възбудени	възбуден+и
ADJ	възбудено	възбуден+о
ADJ	въздишка	въздишка
ADJ	въздишки	въздишки
ADJ	въздушен	въздушен
ADJ	въздушна	въздушна
ADJ	въздушната	въздушната
ADJ	въздушни	въздушни
ADJ	въздушните	въздушна+те
ADJ	въздушният	въздушна+ят
ADJ	въздушно	въздушно
ADJ	въздушното	въздушното
ADJ	въздълги	въздълги
ADJ	въздържателско	въздържателско
ADJ	въздържателското	въздържателското
ADJ	възлести	възлести
ADJ	възлизаща	възлизаща
ADJ	възлюбен	възлюбен
ADJ	възможна	възможна
ADJ	възможни	възможни
ADJ	възможно	възможно
ADJ	възмутен	възмутен
ADJ	възмутена	възмутен+а
